GENDER,AGE_GRP,TRAVEL_STYL_1,TRAVEL_STYL_2,TRAVEL_STYL_3,TRAVEL_STYL_4,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,TRAVEL_MOTIVE_1,TRAVEL_COMPANIONS_NUM,VISIT_AREA_NM,MVMN_NM,DGSTFN
여,20.0,1.0,1.0,1.0,1.0,6.0,5.0,7.0,3.0,1.0,1.0,쇠소깍,대중교통 등,4.0
여,30.0,1.0,2.0,3.0,6.0,6.0,4.0,6.0,6.0,1.0,0.0,평대리해수욕장,자가용,4.0
여,30.0,4.0,1.0,4.0,4.0,1.0,6.0,6.0,7.0,1.0,3.0,한담몰,대중교통 등,5.0
여,30.0,4.0,1.0,2.0,4.0,4.0,5.0,6.0,6.0,4.0,0.0,이후북스 제주,대중교통 등,4.0
남,30.0,4.0,4.0,1.0,3.0,6.0,4.0,6.0,6.0,1.0,3.0,사하라호텔,자가용,4.0
남,20.0,1.0,1.0,6.0,3.0,4.0,6.0,1.0,7.0,2.0,2.0,제주다움렌터카,대중교통 등,5.0
여,20.0,2.0,1.0,5.0,3.0,6.0,2.0,6.0,7.0,1.0,1.0,제주국제공항,대중교통 등,4.0
여,30.0,2.0,2.0,2.0,2.0,5.0,3.0,3.0,4.0,1.0,2.0,대가야,자가용,4.0
여,20.0,1.0,4.0,2.0,4.0,2.0,5.0,5.0,4.0,4.0,1.0,선물고팡 제주공항점,대중교통 등,4.0
여,50.0,2.0,3.0,3.0,1.0,1.0,1.0,6.0,2.0,3.0,8.0,게리가,자가용,5.0
여,40.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,4.0,2.0,0.0,명당양과 본점,대중교통 등,3.0
남,40.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,4.0,3.0,1.0,마켓제주,대중교통 등,5.0
남,30.0,2.0,2.0,4.0,4.0,2.0,3.0,7.0,1.0,4.0,1.0,만장굴,자가용,4.0
여,20.0,2.0,2.0,2.0,3.0,5.0,3.0,2.0,6.0,2.0,1.0,떡하니,대중교통 등,4.0
여,30.0,1.0,1.0,4.0,2.0,1.0,3.0,5.0,3.0,4.0,1.0,요레,대중교통 등,5.0
여,20.0,1.0,1.0,1.0,4.0,3.0,4.0,7.0,1.0,2.0,2.0,한라축산정육식당,자가용,5.0
남,40.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,4.0,4.0,0.0,표선해수욕장,자가용,4.0
여,30.0,2.0,2.0,6.0,4.0,5.0,6.0,6.0,6.0,9.0,1.0,북촌에가면,대중교통 등,5.0
여,40.0,6.0,2.0,4.0,1.0,3.0,3.0,2.0,6.0,3.0,3.0,제주오성식당,대중교통 등,5.0
남,40.0,1.0,7.0,4.0,7.0,7.0,7.0,7.0,7.0,1.0,0.0,가파도용궁정식,대중교통 등,4.0
여,30.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,7.0,2.0,1.0,노블관광호텔,자가용,4.0
남,30.0,7.0,4.0,2.0,1.0,1.0,2.0,2.0,5.0,3.0,1.0,한라수목원,자가용,4.0
남,20.0,4.0,1.0,3.0,2.0,1.0,2.0,1.0,7.0,2.0,1.0,97도씨해물칼국수 영종본점,대중교통 등,2.0
남,30.0,2.0,3.0,3.0,2.0,3.0,5.0,3.0,6.0,3.0,3.0,잔잔한식탁,자가용,4.0
여,30.0,2.0,2.0,2.0,6.0,4.0,3.0,1.0,7.0,2.0,1.0,김희선제주몸국,대중교통 등,5.0
남,20.0,2.0,2.0,2.0,2.0,4.0,2.0,5.0,7.0,1.0,1.0,함덕해수욕장,대중교통 등,5.0
여,30.0,3.0,2.0,4.0,2.0,2.0,6.0,3.0,5.0,1.0,3.0,정방폭포,자가용,4.0
여,20.0,6.0,2.0,1.0,1.0,6.0,1.0,7.0,2.0,4.0,0.0,김포국제공항 국내선,대중교통 등,5.0
남,30.0,2.0,2.0,2.0,6.0,2.0,3.0,3.0,4.0,2.0,0.0,남문 숯불바베큐엔치킨 일도직영점,자가용,4.0
남,30.0,3.0,2.0,1.0,3.0,5.0,3.0,2.0,5.0,9.0,3.0,더스카이파킹 김포공항점,대중교통 등,4.0
여,20.0,4.0,1.0,2.0,4.0,2.0,2.0,7.0,7.0,9.0,4.0,마이생튜에리,대중교통 등,2.0
여,30.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,1.0,2.0,3.0,제주동문시장,대중교통 등,4.0
여,20.0,2.0,5.0,1.0,1.0,1.0,3.0,4.0,3.0,1.0,0.0,카페블루하우스 올레시장점,대중교통 등,4.0
남,20.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,6.0,3.0,1.0,제주국제공항,대중교통 등,5.0
여,20.0,4.0,2.0,2.0,3.0,3.0,4.0,6.0,1.0,2.0,2.0,쇠소깍,대중교통 등,4.0
남,20.0,1.0,4.0,2.0,4.0,2.0,3.0,1.0,6.0,2.0,0.0,노블관광호텔,대중교통 등,4.0
남,20.0,1.0,1.0,1.0,1.0,4.0,1.0,7.0,7.0,2.0,2.0,고이정 본점,대중교통 등,5.0
남,20.0,3.0,2.0,3.0,3.0,3.0,3.0,5.0,6.0,2.0,1.0,백패커스빌라,자가용,2.0
여,20.0,4.0,1.0,3.0,4.0,3.0,4.0,4.0,5.0,3.0,1.0,걸리버여행기,대중교통 등,3.0
여,30.0,4.0,4.0,6.0,2.0,3.0,4.0,4.0,2.0,4.0,0.0,유동커피,대중교통 등,5.0
남,30.0,4.0,1.0,3.0,3.0,3.0,4.0,5.0,5.0,2.0,1.0,마시안홍도회집,자가용,4.0
남,20.0,1.0,1.0,4.0,4.0,4.0,1.0,3.0,5.0,2.0,1.0,곱뜨락아띠,자가용,5.0
여,30.0,1.0,1.0,1.0,4.0,5.0,3.0,2.0,6.0,3.0,3.0,방포수산,자가용,5.0
남,40.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,올바른면옥,자가용,5.0
여,20.0,4.0,2.0,4.0,2.0,4.0,3.0,6.0,5.0,1.0,1.0,두모방파제,자가용,5.0
여,30.0,2.0,3.0,4.0,2.0,1.0,1.0,3.0,2.0,7.0,1.0,카페월령,대중교통 등,4.0
여,60.0,2.0,4.0,1.0,7.0,6.0,4.0,1.0,4.0,6.0,2.0,외도보타니아,자가용,4.0
여,20.0,3.0,4.0,2.0,3.0,4.0,5.0,3.0,5.0,1.0,1.0,우무,자가용,5.0
여,40.0,3.0,2.0,5.0,2.0,2.0,3.0,5.0,3.0,3.0,5.0,여수딸기모찌,대중교통 등,4.0
여,20.0,3.0,2.0,2.0,3.0,3.0,3.0,7.0,7.0,3.0,3.0,오는정김밥,자가용,4.0
여,50.0,2.0,2.0,2.0,2.0,6.0,6.0,2.0,6.0,1.0,1.0,더그랜드섬오름 신관,대중교통 등,4.0
남,30.0,3.0,1.0,1.0,3.0,7.0,5.0,2.0,7.0,10.0,0.0,성산일출봉 인증센터,대중교통 등,5.0
남,30.0,1.0,1.0,1.0,5.0,1.0,7.0,1.0,7.0,2.0,6.0,칠돈가 본점,자가용,3.0
여,60.0,1.0,4.0,5.0,1.0,3.0,4.0,3.0,3.0,3.0,3.0,함덕해수욕장,자가용,5.0
여,40.0,2.0,6.0,4.0,2.0,4.0,4.0,6.0,2.0,8.0,3.0,신화테마파크,자가용,5.0
여,30.0,4.0,3.0,2.0,4.0,2.0,4.0,6.0,1.0,1.0,0.0,용연구름다리,대중교통 등,3.0
남,20.0,2.0,2.0,2.0,4.0,3.0,3.0,5.0,3.0,1.0,1.0,오조항,자가용,4.0
여,30.0,2.0,1.0,1.0,1.0,4.0,1.0,6.0,6.0,3.0,3.0,한라산아래첫마을 제주민속촌점,자가용,5.0
여,50.0,1.0,1.0,1.0,1.0,6.0,1.0,7.0,6.0,2.0,2.0,한라산국립공원 성판악탐방로-관음사코스,자가용,1.0
남,40.0,5.0,3.0,3.0,2.0,6.0,6.0,2.0,3.0,3.0,2.0,쇠소깍,대중교통 등,3.0
여,40.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,2.0,1.0,2.0,제주국제공항,자가용,4.0
남,20.0,4.0,5.0,4.0,3.0,2.0,6.0,3.0,5.0,3.0,3.0,영란횟집,자가용,2.0
여,40.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,2.0,1.0,새별오름,대중교통 등,4.0
여,20.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,7.0,2.0,0.0,월령리 443-5,대중교통 등,4.0
여,40.0,1.0,4.0,3.0,3.0,1.0,1.0,5.0,4.0,4.0,1.0,용머리해안,자가용,5.0
여,40.0,1.0,2.0,2.0,3.0,1.0,6.0,2.0,5.0,7.0,1.0,해거름전망대카페,대중교통 등,4.0
여,20.0,5.0,2.0,2.0,4.0,3.0,6.0,4.0,3.0,2.0,0.0,우무,대중교통 등,3.0
여,20.0,5.0,3.0,2.0,3.0,2.0,2.0,7.0,6.0,1.0,2.0,고집돌우럭 중문점,대중교통 등,5.0
여,20.0,4.0,1.0,1.0,3.0,1.0,1.0,7.0,3.0,3.0,1.0,소삼도,대중교통 등,5.0
여,20.0,2.0,4.0,2.0,3.0,4.0,3.0,6.0,4.0,2.0,1.0,범바위,대중교통 등,3.0
여,40.0,3.0,4.0,2.0,3.0,5.0,6.0,4.0,4.0,2.0,3.0,라마다프라자 바이윈덤 여수,자가용,4.0
여,20.0,6.0,1.0,1.0,3.0,6.0,4.0,6.0,7.0,1.0,0.0,스타벅스 전주호성DT,대중교통 등,5.0
남,30.0,3.0,2.0,2.0,4.0,1.0,1.0,6.0,4.0,1.0,0.0,중문미향해장국 본점,자가용,4.0
남,20.0,4.0,3.0,4.0,6.0,6.0,3.0,6.0,3.0,1.0,0.0,몰돗,대중교통 등,5.0
남,40.0,2.0,7.0,2.0,2.0,2.0,2.0,6.0,6.0,2.0,2.0,박승광 최강해물손칼국수 본점,자가용,5.0
남,40.0,5.0,3.0,6.0,3.0,3.0,6.0,2.0,3.0,2.0,1.0,우도,자가용,3.0
남,20.0,2.0,1.0,2.0,3.0,6.0,6.0,1.0,5.0,10.0,3.0,신선대,자가용,2.0
여,30.0,4.0,2.0,3.0,3.0,4.0,5.0,6.0,5.0,2.0,3.0,서귀포월드컵리조트,대중교통 등,5.0
여,20.0,3.0,3.0,1.0,3.0,4.0,3.0,3.0,6.0,1.0,2.0,제주 봄날 카페,대중교통 등,5.0
남,30.0,2.0,1.0,6.0,1.0,2.0,4.0,2.0,5.0,1.0,3.0,베드라디오 동문점,대중교통 등,4.0
여,30.0,2.0,1.0,4.0,1.0,4.0,4.0,2.0,5.0,3.0,5.0,용두암,자가용,4.0
남,30.0,3.0,2.0,1.0,1.0,1.0,1.0,7.0,2.0,2.0,3.0,제주신라호텔,자가용,5.0
여,20.0,1.0,1.0,1.0,6.0,4.0,2.0,3.0,5.0,4.0,0.0,김포국제공항 국내선,대중교통 등,5.0
여,30.0,3.0,2.0,4.0,4.0,2.0,2.0,6.0,3.0,3.0,1.0,태흥1리쉼터,자가용,5.0
여,30.0,3.0,2.0,2.0,4.0,5.0,3.0,2.0,3.0,7.0,1.0,독도의용수비대기념관,대중교통 등,4.0
여,20.0,5.0,1.0,6.0,3.0,6.0,6.0,6.0,2.0,3.0,1.0,연돈,대중교통 등,5.0
남,30.0,1.0,1.0,1.0,3.0,2.0,3.0,4.0,5.0,1.0,0.0,쇠소깍 인증센터,대중교통 등,4.0
여,30.0,1.0,1.0,1.0,4.0,5.0,3.0,2.0,6.0,3.0,3.0,화성휴게소 서울방향,자가용,5.0
여,40.0,2.0,4.0,3.0,4.0,5.0,6.0,4.0,2.0,2.0,1.0,제주동문재래시장,대중교통 등,4.0
남,20.0,4.0,1.0,3.0,2.0,1.0,2.0,1.0,7.0,2.0,1.0,휠프렌즈 신도점,대중교통 등,5.0
여,40.0,4.0,2.0,1.0,5.0,4.0,4.0,1.0,7.0,2.0,0.0,귤꽃다락,대중교통 등,4.0
여,30.0,3.0,4.0,1.0,2.0,2.0,2.0,5.0,7.0,3.0,1.0,상춘재,자가용,5.0
여,30.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,호텔홀라인 제주협재점,자가용,3.0
여,60.0,4.0,4.0,2.0,3.0,3.0,4.0,5.0,3.0,2.0,2.0,안면도자연휴양림,자가용,5.0
여,40.0,1.0,3.0,1.0,5.0,4.0,2.0,7.0,3.0,7.0,0.0,함덕서우봉해변,대중교통 등,5.0
남,30.0,2.0,1.0,1.0,2.0,5.0,6.0,6.0,3.0,2.0,3.0,금호제주리조트,자가용,4.0
여,20.0,4.0,6.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,1.0,버들집,대중교통 등,5.0
남,20.0,4.0,3.0,2.0,4.0,4.0,4.0,5.0,3.0,4.0,0.0,중문색달해수욕장,대중교통 등,4.0
여,30.0,1.0,7.0,1.0,1.0,7.0,7.0,1.0,4.0,3.0,3.0,신세계사이먼 제주프리미엄전문점,자가용,4.0
여,20.0,2.0,2.0,1.0,4.0,1.0,4.0,7.0,4.0,2.0,0.0,데코보코,대중교통 등,3.0
여,60.0,4.0,3.0,3.0,4.0,3.0,6.0,6.0,4.0,2.0,3.0,팔도가마솥소머리국밥,자가용,3.0
여,30.0,1.0,1.0,1.0,6.0,4.0,1.0,4.0,3.0,7.0,0.0,백수당,대중교통 등,5.0
남,30.0,4.0,3.0,2.0,3.0,5.0,4.0,1.0,3.0,1.0,0.0,광치기해변,대중교통 등,4.0
남,20.0,3.0,1.0,2.0,3.0,6.0,2.0,5.0,3.0,1.0,1.0,아쿠아플라넷 제주,대중교통 등,2.0
여,30.0,4.0,5.0,7.0,4.0,1.0,1.0,1.0,7.0,7.0,0.0,청춘게스트하우스,대중교통 등,5.0
여,40.0,3.0,3.0,4.0,4.0,2.0,5.0,5.0,4.0,1.0,3.0,개화역 광역환승 주차장,대중교통 등,5.0
여,20.0,4.0,3.0,2.0,1.0,4.0,6.0,6.0,6.0,2.0,3.0,배말칼국수김밥 거제학동점,자가용,4.0
남,30.0,7.0,2.0,2.0,4.0,2.0,6.0,2.0,6.0,2.0,0.0,블루보틀 제주 카페,대중교통 등,4.0
여,30.0,4.0,6.0,3.0,3.0,4.0,5.0,2.0,7.0,1.0,1.0,금능이모네,자가용,4.0
여,20.0,2.0,2.0,2.0,4.0,5.0,3.0,2.0,6.0,1.0,1.0,순천미향,자가용,5.0
여,20.0,1.0,1.0,1.0,4.0,4.0,1.0,4.0,7.0,7.0,0.0,제주국제공항,대중교통 등,4.0
남,20.0,2.0,2.0,6.0,6.0,1.0,1.0,4.0,6.0,7.0,1.0,용연계곡,대중교통 등,5.0
남,30.0,1.0,4.0,4.0,4.0,7.0,4.0,4.0,7.0,6.0,1.0,러디스,대중교통 등,5.0
여,20.0,3.0,1.0,2.0,2.0,2.0,4.0,3.0,4.0,3.0,1.0,안뜨레제주집,자가용,3.0
여,20.0,4.0,1.0,7.0,4.0,7.0,1.0,6.0,7.0,4.0,1.0,양가네,대중교통 등,5.0
여,40.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,4.0,2.0,1.0,신화테마파크,자가용,5.0
남,40.0,3.0,3.0,4.0,3.0,5.0,4.0,2.0,4.0,10.0,10.0,제주국제공항,대중교통 등,4.0
남,20.0,3.0,1.0,1.0,5.0,1.0,4.0,7.0,5.0,2.0,1.0,라인업서프 하도,대중교통 등,5.0
여,30.0,4.0,3.0,5.0,4.0,3.0,5.0,6.0,4.0,9.0,1.0,쇠소깍수상레저 전통테우,대중교통 등,5.0
여,20.0,5.0,1.0,2.0,3.0,4.0,4.0,2.0,4.0,2.0,1.0,그림포레스트,대중교통 등,4.0
여,20.0,1.0,4.0,1.0,2.0,2.0,1.0,4.0,7.0,1.0,1.0,김해국제공항,대중교통 등,5.0
여,40.0,1.0,1.0,1.0,2.0,4.0,3.0,4.0,4.0,3.0,3.0,신화테마파크,자가용,4.0
여,30.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,10.0,1.0,국립해양과학관,대중교통 등,4.0
여,20.0,4.0,2.0,1.0,4.0,7.0,1.0,5.0,6.0,4.0,0.0,나랫등소매점,대중교통 등,4.0
남,30.0,4.0,7.0,5.0,4.0,2.0,3.0,7.0,2.0,1.0,1.0,곽지국시,대중교통 등,5.0
여,50.0,6.0,6.0,4.0,1.0,2.0,6.0,1.0,4.0,2.0,2.0,월미도,대중교통 등,3.0
여,20.0,2.0,3.0,2.0,5.0,5.0,3.0,2.0,6.0,7.0,0.0,다가미,대중교통 등,4.0
남,20.0,2.0,1.0,2.0,3.0,1.0,4.0,1.0,7.0,2.0,1.0,에곤,대중교통 등,5.0
여,20.0,3.0,2.0,4.0,2.0,2.0,2.0,5.0,3.0,2.0,1.0,베스트웨스턴 제주호텔,자가용,4.0
남,20.0,4.0,4.0,2.0,5.0,5.0,5.0,6.0,3.0,1.0,0.0,신신호텔 천지연,자가용,4.0
남,20.0,2.0,2.0,6.0,6.0,1.0,1.0,4.0,6.0,7.0,1.0,녹원호텔,대중교통 등,4.0
여,50.0,2.0,3.0,3.0,1.0,1.0,1.0,6.0,2.0,3.0,8.0,가파도,자가용,5.0
여,20.0,3.0,4.0,1.0,3.0,4.0,5.0,5.0,5.0,2.0,1.0,허니문하우스,대중교통 등,5.0
여,30.0,1.0,5.0,2.0,4.0,4.0,3.0,4.0,6.0,8.0,0.0,김포국제공항 국내선,대중교통 등,4.0
여,20.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,6.0,1.0,1.0,금오름,대중교통 등,5.0
여,20.0,3.0,2.0,2.0,5.0,6.0,6.0,6.0,6.0,7.0,0.0,소낭게스트하우스 2호점,대중교통 등,5.0
여,20.0,6.0,2.0,2.0,3.0,6.0,6.0,2.0,6.0,1.0,1.0,스타벅스 을지로한국빌딩점,대중교통 등,5.0
여,40.0,3.0,2.0,4.0,3.0,3.0,6.0,5.0,5.0,2.0,2.0,카페을리,대중교통 등,5.0
남,20.0,4.0,2.0,2.0,4.0,5.0,3.0,1.0,5.0,7.0,1.0,표선해수욕장,대중교통 등,4.0
여,30.0,2.0,2.0,1.0,5.0,6.0,2.0,1.0,7.0,2.0,0.0,라마다 여수해상짚트랙,자가용,4.0
여,20.0,2.0,1.0,3.0,1.0,2.0,4.0,3.0,6.0,3.0,1.0,제주목 관아,대중교통 등,3.0
여,30.0,1.0,1.0,1.0,3.0,2.0,1.0,6.0,6.0,2.0,1.0,김녕킹마트,자가용,4.0
여,30.0,7.0,6.0,7.0,5.0,5.0,7.0,6.0,1.0,5.0,2.0,대한불교조계종천왕사,자가용,5.0
여,20.0,6.0,1.0,1.0,2.0,2.0,5.0,2.0,7.0,7.0,0.0,김포국제공항 국내선,자가용,5.0
여,20.0,2.0,2.0,2.0,6.0,2.0,6.0,2.0,6.0,2.0,1.0,블랑로쉐,대중교통 등,5.0
남,20.0,4.0,3.0,4.0,6.0,6.0,3.0,6.0,3.0,1.0,0.0,SK렌터카 제주지점,대중교통 등,5.0
남,30.0,2.0,1.0,1.0,6.0,4.0,2.0,1.0,7.0,3.0,1.0,다올김밥분식,대중교통 등,4.0
여,60.0,1.0,1.0,1.0,4.0,6.0,5.0,6.0,6.0,2.0,3.0,제주국제공항,대중교통 등,3.0
여,30.0,2.0,1.0,3.0,3.0,3.0,6.0,6.0,6.0,1.0,3.0,아일랜드리솜 오아식스선셋스파,대중교통 등,5.0
여,30.0,4.0,4.0,4.0,3.0,2.0,2.0,7.0,2.0,2.0,1.0,효돈수제돈까스,자가용,5.0
여,20.0,5.0,1.0,2.0,2.0,4.0,5.0,5.0,5.0,5.0,1.0,김약국,대중교통 등,5.0
여,20.0,2.0,2.0,2.0,3.0,2.0,3.0,7.0,3.0,3.0,2.0,유채꽃프라자,자가용,5.0
남,40.0,4.0,7.0,3.0,3.0,3.0,5.0,5.0,6.0,1.0,0.0,감초식당,자가용,5.0
여,30.0,1.0,1.0,1.0,2.0,7.0,1.0,4.0,7.0,8.0,2.0,홍도여객선터미널,대중교통 등,3.0
남,40.0,7.0,4.0,7.0,1.0,7.0,7.0,7.0,7.0,2.0,3.0,제미니국수,대중교통 등,5.0
남,30.0,4.0,7.0,5.0,4.0,2.0,3.0,7.0,2.0,1.0,1.0,성산일출봉,대중교통 등,4.0
여,30.0,2.0,2.0,2.0,2.0,5.0,6.0,2.0,7.0,1.0,2.0,표선카라반,자가용,4.0
여,20.0,1.0,1.0,4.0,1.0,1.0,4.0,4.0,1.0,2.0,1.0,제주국제공항,대중교통 등,5.0
여,20.0,2.0,3.0,1.0,2.0,2.0,4.0,2.0,7.0,2.0,0.0,감성돈 제주협재점,대중교통 등,5.0
남,20.0,2.0,4.0,3.0,4.0,4.0,3.0,3.0,7.0,1.0,0.0,비자림로를 거쳐 해질녘에 하늘이 예쁜 도로 드라이브,자가용,4.0
여,20.0,3.0,3.0,2.0,6.0,4.0,3.0,6.0,3.0,2.0,0.0,제주시청,대중교통 등,3.0
남,20.0,4.0,4.0,4.0,5.0,5.0,3.0,4.0,5.0,6.0,1.0,미영이네식당,자가용,5.0
여,40.0,1.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,9.0,2.0,플레이스캠프제주,대중교통 등,4.0
여,60.0,4.0,2.0,4.0,2.0,5.0,4.0,5.0,7.0,2.0,1.0,더본호텔,대중교통 등,5.0
여,30.0,2.0,2.0,4.0,4.0,2.0,6.0,2.0,6.0,1.0,1.0,을왕리해수욕장,자가용,5.0
여,20.0,6.0,2.0,1.0,2.0,6.0,6.0,6.0,6.0,2.0,2.0,구좌농협하나로마트 우도점,대중교통 등,4.0
남,20.0,2.0,1.0,2.0,3.0,6.0,6.0,1.0,5.0,10.0,3.0,통영바다52,자가용,4.0
여,30.0,2.0,1.0,1.0,1.0,4.0,2.0,5.0,7.0,4.0,0.0,삼양해수욕장,자가용,4.0
남,30.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,6.0,3.0,1.0,현대오일뱅크직영 영종셀프주유소,자가용,4.0
남,30.0,2.0,1.0,1.0,5.0,6.0,2.0,5.0,5.0,3.0,1.0,에코랜드호텔,대중교통 등,5.0
남,20.0,4.0,3.0,2.0,4.0,7.0,5.0,1.0,5.0,1.0,1.0,하노버펜션,자가용,3.0
남,30.0,2.0,4.0,2.0,5.0,4.0,3.0,6.0,6.0,6.0,2.0,은하반점,대중교통 등,4.0
여,20.0,4.0,3.0,4.0,2.0,4.0,3.0,4.0,7.0,5.0,1.0,오는정김밥,자가용,5.0
남,20.0,5.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,9.0,3.0,라마다프라자 제주호텔,대중교통 등,4.0
남,40.0,7.0,4.0,4.0,4.0,5.0,4.0,2.0,5.0,4.0,1.0,더큐브리조트 제주,대중교통 등,5.0
남,20.0,2.0,2.0,2.0,2.0,5.0,3.0,3.0,5.0,2.0,4.0,제주국제공항,대중교통 등,5.0
여,20.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,6.0,1.0,0.0,제주목 관아,대중교통 등,4.0
남,30.0,1.0,1.0,6.0,7.0,6.0,2.0,6.0,6.0,1.0,1.0,비양도,대중교통 등,3.0
여,20.0,7.0,4.0,1.0,7.0,4.0,2.0,7.0,7.0,7.0,1.0,소길별하,자가용,5.0
여,40.0,4.0,5.0,6.0,2.0,2.0,6.0,2.0,3.0,3.0,3.0,서귀포층 패류화석산지,대중교통 등,2.0
여,20.0,6.0,1.0,6.0,2.0,2.0,5.0,2.0,2.0,3.0,3.0,제주국제공항,대중교통 등,5.0
남,30.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,7.0,4.0,0.0,카페지니,자가용,5.0
여,30.0,5.0,6.0,6.0,2.0,4.0,4.0,6.0,6.0,1.0,1.0,노라바,자가용,3.0
남,30.0,2.0,2.0,4.0,2.0,3.0,4.0,4.0,3.0,1.0,5.0,이금돈지,자가용,4.0
남,20.0,4.0,1.0,2.0,4.0,3.0,6.0,6.0,2.0,2.0,0.0,제주국제공항,자가용,5.0
여,60.0,7.0,5.0,6.0,4.0,5.0,7.0,6.0,1.0,5.0,1.0,우리식당,자가용,4.0
여,20.0,2.0,1.0,3.0,7.0,3.0,1.0,7.0,3.0,2.0,1.0,김포국제공항 국내선,자가용,4.0
남,20.0,6.0,3.0,2.0,3.0,2.0,3.0,2.0,4.0,3.0,1.0,마레보비치호텔,대중교통 등,4.0
여,40.0,1.0,7.0,4.0,5.0,5.0,1.0,6.0,2.0,3.0,1.0,산굼 부리분화구 대형주차장,대중교통 등,4.0
남,30.0,4.0,1.0,5.0,2.0,2.0,6.0,6.0,4.0,2.0,0.0,퍼시픽리솜 더클리프카페&펍,대중교통 등,2.0
남,20.0,4.0,5.0,1.0,6.0,4.0,5.0,7.0,5.0,1.0,0.0,마노르블랑,자가용,5.0
여,40.0,2.0,3.0,5.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,한담해변,자가용,4.0
여,30.0,4.0,2.0,2.0,4.0,3.0,3.0,2.0,6.0,2.0,1.0,오션블루 거제휴게소,자가용,3.0
여,30.0,2.0,3.0,2.0,4.0,6.0,5.0,7.0,7.0,1.0,0.0,아살람레스토랑,대중교통 등,5.0
남,40.0,1.0,4.0,2.0,4.0,1.0,1.0,1.0,5.0,10.0,3.0,돈내코로타리김밥,자가용,5.0
남,20.0,2.0,1.0,1.0,7.0,6.0,5.0,1.0,1.0,7.0,0.0,제주국제공항,자가용,5.0
여,20.0,3.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,4.0,함덕푸른밤,대중교통 등,5.0
남,30.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,3.0,1.0,1.0,큰노꼬메오름,자가용,5.0
여,30.0,1.0,4.0,6.0,1.0,6.0,5.0,6.0,2.0,3.0,1.0,제주국제공항,자가용,3.0
남,40.0,1.0,2.0,1.0,2.0,5.0,4.0,5.0,2.0,1.0,2.0,제주돌문화공원,대중교통 등,4.0
여,20.0,1.0,1.0,1.0,3.0,6.0,4.0,3.0,7.0,1.0,1.0,퍼시몬,대중교통 등,5.0
남,50.0,1.0,2.0,2.0,3.0,2.0,4.0,2.0,4.0,3.0,4.0,통영삼도수군통제영,자가용,4.0
여,30.0,2.0,1.0,1.0,3.0,6.0,2.0,7.0,6.0,1.0,0.0,섭지해녀의집,자가용,4.0
여,30.0,4.0,3.0,3.0,3.0,6.0,5.0,4.0,5.0,1.0,2.0,CASA블루,자가용,4.0
여,20.0,1.0,1.0,1.0,4.0,4.0,1.0,4.0,4.0,1.0,1.0,제주공항렌트카 본사,대중교통 등,5.0
여,20.0,4.0,1.0,6.0,1.0,1.0,6.0,6.0,7.0,2.0,1.0,일출식자재마트,자가용,4.0
여,30.0,5.0,2.0,3.0,2.0,6.0,5.0,2.0,6.0,1.0,1.0,카페울라,대중교통 등,5.0
여,40.0,1.0,4.0,3.0,4.0,5.0,3.0,6.0,3.0,3.0,5.0,구피풋,자가용,4.0
여,30.0,4.0,2.0,3.0,3.0,4.0,5.0,6.0,5.0,2.0,3.0,새별오름,대중교통 등,4.0
남,20.0,7.0,1.0,3.0,1.0,1.0,6.0,6.0,4.0,2.0,1.0,레드스카이펜션,대중교통 등,4.0
남,30.0,4.0,4.0,2.0,2.0,6.0,2.0,4.0,4.0,9.0,4.0,화고,대중교통 등,5.0
여,30.0,3.0,1.0,1.0,4.0,6.0,3.0,5.0,7.0,4.0,0.0,제주국제공항,대중교통 등,5.0
여,40.0,1.0,1.0,7.0,7.0,4.0,7.0,7.0,2.0,3.0,3.0,새별오름,대중교통 등,4.0
여,40.0,7.0,7.0,7.0,4.0,5.0,5.0,1.0,5.0,3.0,1.0,제주판타스틱버거,자가용,5.0
